No.;Sentimen;Tweet
1636;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1637;Positif;b'RT @catatankaqihati: IKN NUSANTARA Terus dibangun. \nSampai dengan saat ini, IKN Nusantara masuki tahapan pembangunan yaitu tahap land clea\xe2\x80\xa6'
1638;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1639;Negatif;b'Kalo diantara Perencana mah rebutan kue IKN udah bukan rahasia lagi. Ini proyek memang udah mateng banget harus jalan'
1640;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1641;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1642;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1643;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1644;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1645;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1646;Negatif;b'@burnoxyz @Dennysiregar7 Yg bilang ikn mau dibuat centra bisnis siapa ngab?'
1647;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1648;Negatif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1649;Positif;b'RT @rosela_setia: Peluncuran Metaverse IKN https://t.co/BvUQX6qIkj'
1650;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1651;Negatif;b'presiden indon= dukun=ikn nusantara indon(selalu terdepan juga): presiden IBLIS BLIS= ikn nusantara IBLIS BLIS.\n\nSO\xe2\x80\xa6 https://t.co/yi8RRTFCMs'
1652;Positif;b'RT @alisyarief: Enam Ribu Kepala Desa se-Indonesia Direncanakan Kunjungi IKN https://t.co/gVza2MX6RY'
1653;Negatif;b'RT @Dandhy_Laksono: Gampang. Bangun stadion baru standar FIFA, sirkuit balap, IKN, kereta cepat, dan pariwisata premium.\n\nLalu masalah air\xe2\x80\xa6'
1654;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1655;Negatif;b'@YustiawanIhsan2 @AfrizaMunaf IKN TNGKL'
1656;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1657;Positif;b'Masyarakat Kalimantan Timur sangat berterima kasih kepada presiden jokowi atas pembangunan IKN Nusantara https: #JokowiHebat Polresta Balam'
1658;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1659;Positif;b'RT @SuwandaBen: @alisyarief 6.000 kepala desa se-Indonesia bakal kunjungi IKN.\nPromotornya Ketua Umum DPP Apdesi Surtawijaya\n\nJokowi lagi d\xe2\x80\xa6'
1660;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1661;Positif;b'Ditinjau Jokowi, Begini Progres Pembangunan IKN Nusantara\n\nPresiden Jokowi menyampaikan bahwa sejumlah progres infr\xe2\x80\xa6 https://t.co/Ui3vLNo5QX'
1662;Positif;b'Progres pembangunan IKN kini telah memasuki beberapa tahap.\nDan saat ini masuk dlm tahap\xc2\xa0land clearing\xc2\xa0atau pembers\xe2\x80\xa6 https://t.co/MTHt10LOjI'
1663;Negatif;b'@DokterTifa IKN Lanjut Th 24 Pemerintahan pindah di IBU KOTA BARU, biar Tifa gak bisa tidur nyenyak. Pakde Jokowi memang Top.'
1664;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1665;Positif;b'@aik_arif @hariankompas maaf mas. spt pd lg fokus kereta cpt, ikn dan pilpres?'
1666;Positif;b'@sindai_salie Yg menentang pembangunan IKN tdk dpt jatah, makax koar2. Ada tuh yg tipis2 bulux diatas bibir\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad'
1667;Negatif;b'@alisyarief Bukan di rencanakan kunjungi IKN tapi di rencanakan di datangkan di IKN utk melegetimasi bwh IKN itu di\xe2\x80\xa6 https://t.co/wFin5mmuKN'
1668;Negatif;b'@IMCMushroom Luar biasa Jokowi TDK puas dengan mengiklankan ikn di media sosial karna,mungkin dengan kedatangan kad\xe2\x80\xa6 https://t.co/xpYuVY4T7M'
1669;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1670;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1671;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1672;Positif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1673;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1674;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1675;Negatif;b'Ya silahkan kan dia yg mimpin Jakarta sekarang\nNanti Anis jika jadi president\nStop IKN tanpa kompromi, \naudit proye\xe2\x80\xa6 https://t.co/qs97NNleM5'
1676;Negatif;b'RT @Muhammad_Saewad: Kenapa hanya gara-gara IKN, kok seperti ini? https://t.co/DKfBNVwnRv'
1677;Positif;b'IKN NUSANTARA Terus dibangun. \nSampai dengan saat ini, IKN Nusantara masuki tahapan pembangunan yaitu tahap land c\xe2\x80\xa6 https://t.co/hfzVPLej8o'
1678;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1679;Negatif;b'@abu_waras gorila bicara IKN mana mungkin ngerti'
1680;Positif;b'RT @alisyarief: Enam Ribu Kepala Desa se-Indonesia Direncanakan Kunjungi IKN https://t.co/gVza2MX6RY'
1681;Positif;b'Kejaksaan bersama Kementerian PUPR mengawal 4 proyek pembangunan Ibu Kota Negara (IKN) Nusantara. Dukungan dan peng\xe2\x80\xa6 https://t.co/HOee7vQ0Hx'
1682;Negatif;b'RT @OposisiCerdas: Jokowi Bilang Akan Datang Badai Besar Karena Resesi, Dokter Tifa: Kenapa Masih Ngotot Bangun IKN?\nhttps://t.co/JpNqwMHOsy'
1683;Negatif;b'RT @DokterTifa: Sudah tahu akan ada Badai Besar. Dunia akan gelap. Resesi dahsyat. Rawan pangan hebat. \n\nKenapa masih ngotot bangun IKN? ht\xe2\x80\xa6'
1684;Positif;b'@kitaadlIDN @Dennysiregar7 Betul banget. Dgn adanya IKN di pulau Kalimantan, maka pemerintah kita tdk terlalu condo\xe2\x80\xa6 https://t.co/fRygyowiWT'
1685;Negatif;b'RT @kr1t1kp3d45_pro: Padahal Sebagian Besar Warga NTT, Adalah Pendukung Jokowi.. Namun Kini Mereka Banyak Yang Menderita\xe2\x80\xbc\xef\xb8\x8f\nPresidennya pun\xe2\x80\xa6'
1686;Negatif;b'@d1eonDon Buzzerp senyap kl urusan IKN'
1687;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1688;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1689;Negatif;b'@herrikusnadi @Uki23 bila yg di ucapkan kebohongan jgn berharap mampu menjawab pertanyaan yg bebrbasis fakta. jadi\xe2\x80\xa6 https://t.co/QLcsAwmgG5'
1690;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1691;Negatif;b'@HelmiFelis_ kereta cepat, ikn akan mengalami hal yang sama, mukidi wafatpun IKN tak pernah ada...jadi hutan lagi d\xe2\x80\xa6 https://t.co/BSpB5FGYFs'
1692;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1693;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1694;Negatif;b'Jokowi: Akan Datang Badai Besar karena Resesi, Dokter Tifa: Kenapa Masih Ngotot Bangun IKN?\n#RevolusiRakyat411\xe2\x80\xa6 https://t.co/7kbEcaGbmX'
1695;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n \nGandeng Kejaksaan\nKementerian PUPR\n Pantau pembangunan di IKN\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x80\xa6 https://t.co/is2KjIkBWj'
1696;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n \nGandeng Kejaksaan\nKementerian PUPR\n Pantau pembangunan di IKN\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x80\xa6 https://t.co/YHjjOe5eEX'
1697;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1698;Positif;b'Dukung pembangunan IKN untuk peningkatan ekonomi Indonesia\n\n#IKN #pembangunanikn #pembangunaniknnusantara\xe2\x80\xa6 https://t.co/1m0I8c55cH'
1699;Undefined;"b'RT @kang_akuy: @fl0werbe4n_ IKN &amp; KACEP JKT-BDG(coret) stop. Laksanakan Pemilu/Pilkada &amp; Pilpres On schedule sesuai amanat UU.\nSetelah itu\xe2\x80\xa6'"
1700;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1701;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1702;Negatif;b'RT @arthaN38836243: MEMBANGUN IKN DENGAN HGB 160 TAHUN ITU ARTINYA:\n\n1. RI kehilangan ibu kota.\n2. Masa depan anak cucu terampas oleh pemeg\xe2\x80\xa6'
1703;Negatif;b'@geloraco Harusnya IKN batal, pemilu lanjut. Krisis diatas.'
1704;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1705;Positif;b'@ikn_id Mantap IKN'
1706;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1707;Negatif;b'@NawaNinik @RoniaLkhoir @BangMora5 @ChusnulCh__ Fakta:Konsep penanganan banjir terbaik itu pakai konsep sponge city\xe2\x80\xa6 https://t.co/u19ZjYszpg'
1708;Negatif;b'RT @Sirqieee: @antaranews Masih aja lu jualan IKN qontol. https://t.co/vpogP2koqZ'
1709;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1710;Undefined;b'@FerdinandHutah5 @DKIJakarta https://t.co/rwCajaczfS\nJalur sepeda adalah jalur yang khusus diperuntukkan untuk lalu\xe2\x80\xa6 https://t.co/NAJ1zAysgo'
1711;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1712;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1713;Negatif;b'@CNNIndonesia Ya duit keuntungannya masuk ke IKN lah, mau kemana lagi.'
1714;Negatif;"b'RT @t0n1h3r5_83: TDK SEMUDAH YG DIBAYANGKAN APALAGI BUAT PANGKALAN2 MILITER AD , AL , AU BUTUH PERLUASAN TANAH &amp; ALUTISNYA TUK MELINGKARI K\xe2\x80\xa6'"
1715;Positif;b'Kementerian investasi nyatakan IKN buka peluang tinggi bagi investor tanam modal\n\n#IKNBerdampakPositifhttps://t.co/8ZCueM7U9l'
1716;Positif;b'RT @S4fitr1HS: Cuplikan sepekan Presiden @jokowi \n\nPresiden berkunjung ke kawasan Ibu Kota Nusantara pekan lalu. Ia datang dengan menyusuri\xe2\x80\xa6'
1717;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1718;Negatif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1719;Negatif;b'@DokterTifa Persis dg jawaban anak2 SD di sekolah saya, ketika di tanya ttg ikn padahal pak presiden mau abis masa\xe2\x80\xa6 https://t.co/VgYdxVgDBy'
1720;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1721;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1722;Undefined;b'RT @RadarKorupsi: Isu 2023 gelap gulita karna krisis global tak bisa dijadikan alasan untuk menunda pemilu/3 periode.\n\nDan 6.000 kepala des\xe2\x80\xa6'
1723;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1724;Positif;b'Platform Jagat Nusantara merupakan gambaran dari IKN Nusantara, yang dalam dunia nyata masih dalam tahap pembanguna\xe2\x80\xa6 https://t.co/ihDrpRlnXz'
1725;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1726;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1727;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1728;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1729;Negatif;b'@chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Argumenmu mengenai ikn cm ngandelin issue ga ada kereta itu maksa banget \xf0\x9f\x98\x81\xf0\x9f\x98\x82\xf0\x9f\x98\x85\xf0\x9f\x98\x81\xf0\x9f\x98\x81'
1730;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1731;Negatif;b'@geloraco Demi kepastian pembangunan ikn kah ?'
1732;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1733;Negatif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1734;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1735;Undefined;b'@chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Trs migrasi penduduk pakai apa ? Ya pakai kapal om klu banyak dari luar p\xe2\x80\xa6 https://t.co/TYooj40a4v'
1736;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1737;Negatif;b'Daripada bangun IKN mending uangnya dikasih ke rakyat. Untuk pendidikan, kesehatan, ekonomi.\nBukan bangun bangunan\xe2\x80\xa6 https://t.co/xYeyw67vdc'
1738;Negatif;b'RT @JoPermadi: @chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Ya om sampeyan salah contoh bandingin kalsel dan kaltim, bahas ikn di kaltim yg di\xe2\x80\xa6'
1739;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1740;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n\nKementerian investasi nyatakan IKN buka peluang tinggi bagi investor tanam modal\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x80\xa6 https://t.co/Dg3nY5Aric'
1741;Undefined;b'\xe2\x95\x94.\xe2\x98\x85. .\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x97\n\nKementerian investasi nyatakan IKN buka peluang tinggi bagi investor tanam modal\n\n\xe2\x95\x9a\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x95\x90\xe2\x80\xa6 https://t.co/ZYJ5H4PA2Q'
1742;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1743;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1744;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1745;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1746;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1747;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1748;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1749;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1750;Negatif;b'RT @DokterTifa: Sudah tahu akan ada Badai Besar. Dunia akan gelap. Resesi dahsyat. Rawan pangan hebat. \n\nKenapa masih ngotot bangun IKN? ht\xe2\x80\xa6'
1751;Negatif;b'@chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Ya om sampeyan salah contoh bandingin kalsel dan kaltim, bahas ikn di kal\xe2\x80\xa6 https://t.co/8aqEoxPMMn'
1752;Positif;b'Jagat Nusantara, Metaverse IKN yang diluncurkan Presiden Jokowi. \n#IKNSejahterakanIndonesia \n#DukungIKNNusantara\xe2\x80\xa6 https://t.co/RtT2GdORQj'
1753;Negatif;b'RT @Uvhie6: @alisyarief Gilaaa... Ribuan kades??..\nTapi pasti nengok doang, foto-foto, tidur di kota Balikpapan. \nKalo di IKN... Hotel gak\xe2\x80\xa6'
1754;Negatif;"b'RT @t0n1h3r5_83: TDK SEMUDAH YG DIBAYANGKAN APALAGI BUAT PANGKALAN2 MILITER AD , AL , AU BUTUH PERLUASAN TANAH &amp; ALUTISNYA TUK MELINGKARI K\xe2\x80\xa6'"
1755;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1756;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1757;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1758;Negatif;b'RT @YasonnaB: Indonesia tidak butuh IKN baru\nIndonesia tidak butuh Stadion baru\n\nIndonesia membutuhkan Presiden baru yang adil dan Jujur\n#R\xe2\x80\xa6'
1759;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1760;Negatif;b'@Sirqieee @antaranews emang iKN punya kelamin, om!!'
1761;Negatif;b'@sindai_salie Mrk tahunya lahan utk IKN msh berupa hutan asli. Ngak tahu kalau disana justru banyak lubang2 besar b\xe2\x80\xa6 https://t.co/N51xAKLkGO'
1762;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1763;Positif;b'Kementerian PUPR bantu pembangunan di ikn\n\n#IKNBerdampakPositifhttps://t.co/fQrrcZycvo'
1764;Positif;b'OJK berharap seluruh industri jasa keuangan berkantor di IKN\n\n#IKNBerdampakPositifhttps://t.co/pboeoMQHde'
1765;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1766;Undefined;b'Salah satu Prestasi yang dibanggakan tetapi tidak membawa Manfaat untuk Alam Semesta ~ Nasib yang sama akan dialami\xe2\x80\xa6 https://t.co/tHQWb5SeV2'
1767;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
